down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl,Space,Backspace,Delete,Control,Enter
43225,1790070,301487,472,2905,0,408,0,157,8,490,157,0,0,7
66330,1822563,407563,330,2321,0,125,0,397,0,371,397,0,0,6
42654,1749858,464502,580,3862,0,98,0,136,3,620,135,1,0,12
34058,1732255,334228,443,2956,0,278,0,440,0,505,440,0,0,10
79376,1801958,335391,357,2546,0,151,0,367,3,487,367,0,0,10
367805,1696590,138844,201,1098,0,168,0,120,0,232,120,0,0,3
27792,1762359,149891,226,1536,0,54,0,56,0,442,56,0,0,2
53428,1759362,278678,310,2504,0,64,0,603,0,432,603,0,0,6
1968,1628574,490330,421,3003,0,154,0,575,0,549,575,0,0,8
64419,1647286,387350,351,2441,0,503,0,89,4,408,78,11,17,12
24608,1857408,145729,200,1338,0,33,0,206,0,303,206,1,0,2
1583,1147077,156712,203,1150,0,28,0,16,1,203,16,0,0,0
18737,1835284,368306,275,2276,0,192,0,427,14,378,425,2,0,6
312,1742364,193008,200,1306,0,29,0,97,0,215,97,0,0,0
1690,1744335,485098,528,3717,0,99,1,475,0,640,475,0,0,6
2561,1691606,659955,705,5087,0,63,1,935,0,1015,935,0,0,4
40136,1769900,486851,536,3853,0,90,0,768,0,683,768,0,0,8
1256,1787397,216146,235,1456,0,51,0,158,0,268,158,0,0,4
17838,1561238,332402,445,2992,0,757,0,411,1,533,411,0,0,6
9461,1796454,334296,277,1866,0,750,0,275,3,334,275,0,0,4
79430,1774543,337071,510,3285,0,68,0,216,1,582,216,0,0,5
29268,1804551,480246,631,3952,0,347,0,437,1,738,417,28,0,2
58145,1863091,163546,266,1759,0,376,0,144,0,330,144,0,0,3
22763,1941229,171227,202,1305,0,100,0,61,0,219,79,0,0,3
1301,1830750,671229,802,5989,0,1651,0,994,11,988,980,14,75,8
1006,1799015,519721,436,3908,0,215,1,1039,9,605,1043,0,2,16
70826,1812973,173541,248,1354,0,857,0,83,0,266,83,0,0,8
26071,1802647,445885,429,3284,0,60,0,514,0,531,514,0,0,6
82706,1843202,410568,500,3240,0,135,0,287,0,593,287,0,0,12
72612,1789754,324095,307,1971,0,47,0,257,1,358,255,2,0,4
26630,1818994,304592,430,3160,0,160,0,496,0,511,496,0,0,11
1130,1560930,289418,371,2323,0,72,0,118,1,400,118,0,1,6
65404,1801026,460119,253,3142,0,475,0,1654,2,605,1631,23,0,10
5453,1833097,535899,693,4897,0,128,0,897,0,848,897,0,0,17
2204,1763124,302530,435,3049,0,278,1,582,6,566,581,0,1,6
3344,1744936,222460,217,1564,0,48,0,164,0,293,164,0,0,7
31773,1759001,704111,717,4977,0,402,0,575,2,819,575,0,0,6
26403,2128495,157112,201,1303,0,13,0,74,0,215,74,0,0,0
20093,1658991,320308,424,2812,0,253,0,357,0,487,355,2,0,6
99877,1815528,586172,437,3847,0,962,1,861,1,625,861,0,0,12
28791,1780630,268703,291,2191,0,96,0,574,0,374,574,0,0,9
31534,1802578,408128,513,3812,0,256,1,1062,6,703,1062,0,2,8
128720,1787952,373680,466,3406,0,235,0,505,3,584,505,0,0,5
187313,1803916,458782,492,3412,0,84,0,619,0,583,624,0,0,11
49305,1825635,340079,438,2904,0,81,2,472,0,543,472,1,0,9
39916,1875485,437129,657,4564,0,349,0,285,3,733,288,0,2,5
90602,1815643,460005,382,2935,0,168,0,539,7,505,539,0,0,9
70966,1811146,117761,213,1384,0,89,1,44,0,218,44,0,0,5
50597,1868966,225107,301,1817,0,335,0,231,0,339,231,0,0,8
160862,1758096,206950,205,1305,0,132,0,171,0,248,171,0,0,4
53976,1421688,323813,287,1940,0,69,0,220,0,356,220,0,2,8
74378,1870422,395460,235,2220,0,749,0,678,1,344,678,0,0,7
974,1793918,504455,400,2775,0,4495,0,325,7,445,325,0,0,4
70955,1761022,232665,226,1760,0,113,0,136,32,307,119,17,0,8
1585,1799235,280805,213,1570,0,261,0,210,0,266,202,8,0,2
42622,1758867,560552,548,3418,0,114,1,402,1,622,401,1,1,11
68893,1807114,339736,300,1993,0,239,0,144,0,325,144,0,0,8
1224,1831996,345225,387,2536,0,1939,0,416,0,458,423,0,0,11
1392,1809002,233947,258,1953,0,158,3,154,8,286,151,0,15,12
4380,1696602,417868,390,2703,0,71,0,481,3,471,456,25,0,12
91414,1763145,463472,529,3079,0,104,1,230,0,573,229,0,1,10
2550,1780672,782108,1071,5900,0,134,0,219,0,1139,219,0,0,8
2027,1810680,539531,629,4121,0,488,1,411,0,677,404,6,0,10
32008,1850526,452808,601,4268,0,150,0,410,1,669,410,0,0,13
121719,1781784,210742,278,1815,0,97,0,177,13,311,175,2,2,11
2912,1842696,160071,265,1516,0,98,0,55,0,302,55,0,0,6
1384,1803832,269519,260,1686,0,88,0,335,0,321,335,0,0,6
119505,1777407,208473,354,2137,0,296,0,227,0,399,227,0,0,5
1245,1799630,808780,798,5600,0,316,0,1065,4,967,1065,0,0,12
30997,1864346,934974,1141,6215,0,93,0,290,0,1194,290,0,0,25
23210,1818575,259558,240,1742,0,565,0,349,2,335,349,0,0,8
26343,1706713,373325,414,2413,0,374,0,209,0,455,209,0,0,4
1203,1836498,323314,263,1907,0,207,1,174,17,334,174,0,0,7
31791,1148899,147318,211,1248,0,43,0,35,0,215,35,0,0,5
43370,1794231,220590,297,2217,0,162,0,568,1,411,585,0,0,6
36695,1971680,592358,520,5316,0,134,0,781,1,980,781,0,0,29
75111,1755232,610366,547,3998,0,142,0,701,0,644,702,0,0,8
2091,1716469,110531,209,1343,0,72,0,89,1,233,89,0,0,5
1056,2049583,155439,280,1775,0,40,0,74,1,308,74,0,2,9
1237,1792710,556088,778,5255,0,1531,0,643,0,930,643,0,0,4
29269,1792513,341621,381,2565,1,396,0,232,4,451,211,21,0,4
1128,1801647,216881,399,2362,0,162,0,167,0,433,167,0,0,8
469344,1850829,191713,227,1626,0,160,0,181,0,254,181,0,0,8
30649,1657345,300951,268,2304,0,58,0,356,0,372,354,2,0,10
67791,1859877,172511,327,2004,0,114,0,152,0,502,152,0,0,6
2625,1537182,617311,653,4528,0,95,0,630,4,767,633,0,0,10
38966,1798369,416941,518,3295,0,668,0,104,3,739,104,0,0,3
72576,1845164,298847,606,4230,0,558,0,433,0,680,433,0,1,9
105045,1820239,380153,443,3327,0,93,0,835,0,600,845,0,0,10
50641,1780122,211791,316,2098,0,47,0,278,2,383,278,0,0,7
5776,1783401,343013,292,2278,0,224,1,507,0,486,497,9,0,5
1100,1950930,147066,263,1853,0,15,0,138,0,336,137,1,0,4
32987,1771149,595420,684,4160,0,85,0,489,0,769,489,0,0,8
32567,898421,412311,459,2808,0,57,0,345,0,555,345,0,0,11
4842,1717756,133882,199,1228,0,58,0,113,0,235,113,0,8,13
2435,1677763,157904,211,1397,0,57,0,278,0,251,278,0,0,20
43466,1702188,175610,315,1842,0,97,0,109,0,337,109,0,0,14
1565,1795411,498691,372,3924,0,81,0,486,1,469,491,0,0,14
97518,1810303,331988,276,2918,0,292,0,919,3,524,922,0,0,9
26868,1776009,366579,554,3852,0,79,0,297,9,649,292,5,0,10
58162,1653671,432666,508,3586,0,1645,0,828,0,695,815,13,0,6
120700,1834520,299346,214,1856,0,155,3,353,8,325,350,0,30,4
1659,1504390,136278,222,1351,0,57,0,72,0,253,72,0,0,8
1666,1768903,811155,828,5892,0,192,0,1136,3,1026,1136,0,0,10
13662,1834884,302831,266,1968,0,232,0,688,0,385,711,0,0,3
36014,1774476,213967,310,2051,0,52,11,175,0,332,175,0,0,3
37847,1740360,194855,208,1404,0,697,0,155,2,246,153,2,0,4
2680,1805108,350303,203,2024,0,83,0,774,1,279,774,0,0,7
115922,2095830,269924,270,2271,0,306,0,230,16,299,230,0,0,8
4021,1593622,161850,214,1496,0,119,0,201,0,369,216,0,0,9
1493,1816012,231002,291,1983,0,60,0,259,1,327,259,0,0,11
3151,2142925,201682,213,1389,0,54,0,75,0,269,75,0,0,9
3133,1801752,374153,298,2908,0,85,1,666,2,502,666,0,0,5
1174,1816247,273854,396,3060,0,84,1,445,4,534,445,0,1,8
1642,1797240,156237,220,1337,0,69,0,119,0,238,119,0,0,2
36519,1794776,314158,309,1980,0,114,0,203,0,340,203,0,0,4
1403,1766570,282708,218,2084,0,175,0,742,0,334,742,1,0,3
4417,1776272,398079,537,3673,0,160,0,804,2,698,804,0,0,5
1386,1808482,178326,233,1689,0,82,0,47,0,341,47,0,1,8
1612,1800354,202352,212,1412,0,69,0,196,1,383,196,0,0,3
19665,1786558,782634,1055,6068,0,334,0,322,2,1152,322,0,8,18
1605,1864438,446987,361,3183,0,253,0,977,6,553,883,106,0,6
878,1780538,888945,639,6305,0,161,0,1083,1,1188,1083,0,0,23
2162,1286123,188462,202,1145,0,13,0,80,0,228,80,0,0,2
7533,1765627,242572,222,1562,0,1395,0,233,1,276,233,0,0,10
3363,1804417,589322,451,3340,0,17,0,997,0,571,997,0,0,5
1896,1800021,250683,268,1885,0,106,0,344,0,350,344,0,0,7
1984,1808678,567064,433,4441,0,167,0,1809,3,760,1809,0,2,6
2998,1814382,335513,451,2856,0,98,1,271,5,492,271,0,4,6
1660,1778214,309487,213,1511,0,391,0,328,1,271,328,0,0,7
438084,1811930,115108,208,1384,0,42,0,29,1,265,29,0,0,9
737,1803239,280914,406,2956,0,260,0,298,5,511,305,0,1,5
47759,1790059,199950,221,1238,1,170,0,143,0,251,143,0,0,5
4685,1776353,249953,444,3085,0,119,0,551,1,549,558,0,0,5
1832,1764687,246689,216,1884,0,277,0,537,1,306,537,0,0,2
1504,1753808,524791,521,3764,0,1882,0,732,2,654,732,0,0,14
20635,1478281,457548,289,2417,0,1452,0,485,5,414,485,0,0,4
72345,1814785,199297,200,1666,0,387,0,325,0,275,566,9,0,23
32373,1708598,297418,294,2664,0,179,0,937,0,469,937,0,0,8
70511,1833808,417335,458,2827,0,76,0,614,0,465,614,0,0,8
1619,1198700,344287,498,3032,0,228,0,301,0,543,301,0,0,8
1181,1716251,179980,347,2569,0,113,0,388,0,441,394,0,0,8
21890,1797909,539610,340,3090,0,189,0,1080,0,518,1080,0,0,12
40400,1805313,193450,213,1462,0,30,0,130,0,240,130,0,0,3
19415,1772482,167840,298,2289,0,455,0,840,0,384,952,0,0,4
21324,1818186,182379,283,1888,0,72,0,251,0,320,197,54,1,8
618,1695963,382504,437,3009,0,113,0,433,0,562,433,0,0,14
862,1800921,301522,379,2577,0,2088,0,312,0,441,312,0,0,9
117007,1841191,378004,230,2022,0,127,0,619,0,345,635,0,0,4
2900,1785240,498854,405,3152,0,98,0,813,0,536,813,0,0,12
9826,1839926,339397,506,3173,0,79,0,146,0,533,146,0,0,8
35854,1736546,335386,479,3206,0,96,0,249,4,512,249,0,3,8
27646,1733854,354145,411,2734,0,563,0,341,1,479,341,0,2,6
48087,1787639,171361,290,1770,0,79,0,165,0,321,165,0,0,6
37976,1799939,325664,463,2998,0,134,0,73,5,506,73,0,0,11
14291,1751161,321655,631,4075,0,456,0,306,9,737,304,2,4,10
64895,1774001,276101,302,2266,0,84,0,372,3,408,371,1,0,6
2112,1796314,604677,701,4598,0,2648,0,692,0,831,692,0,0,20
1891,1712231,156816,229,1519,0,237,0,98,15,261,97,1,58,2
8989,1794843,285434,362,2275,0,57,0,147,3,412,147,0,0,8
31218,1781956,173301,260,1666,0,463,0,132,0,292,132,0,0,4
4877,1805297,330770,417,2678,0,340,0,313,1,473,313,0,0,8
65987,1720392,274488,339,2322,0,72,0,395,0,397,395,0,0,4
1444,1686547,321325,413,2929,0,116,0,504,0,513,504,0,0,6
25796,1766369,396446,377,2934,0,177,0,627,1,476,627,0,0,8
32655,1799761,410969,384,3774,0,490,0,1586,0,685,1587,2,0,4
136942,1776791,74218,73,530,0,89,1,50,2,103,50,0,0,10
1203,1830210,723865,585,4165,0,298,0,638,5,739,635,3,0,20
14676,1625298,161789,287,1934,0,90,0,121,7,306,121,0,0,6
23802,1850370,550217,726,4412,0,118,0,251,0,790,251,0,0,20
36243,2890297,161474,282,1674,0,284,0,81,0,303,81,0,1,6
51760,1792083,225931,289,1705,0,94,0,203,0,321,203,0,0,6
30362,1522944,285929,424,2606,0,65,0,202,0,469,202,0,0,4
1956,1803039,209551,200,1298,0,290,0,134,0,207,134,0,0,4
1502,1809642,169975,262,1528,0,67,0,69,0,320,69,0,0,9
13308,1800345,570678,497,3411,0,1367,0,418,3,574,418,0,0,7
60001,1845309,252598,279,2131,0,66,0,546,0,373,546,0,0,7
1917,1132438,220571,262,1857,0,153,0,395,0,318,403,0,1,7
1132,1619214,254383,313,1983,0,303,0,133,0,331,133,0,0,5
1289,1791636,501519,522,3877,0,196,0,557,9,700,557,0,0,14
1685,1807277,248047,239,1982,0,90,0,409,3,349,409,0,0,4
39197,1791844,257464,304,2651,0,180,0,882,1,472,882,0,0,8
66504,1800579,179478,222,1637,0,294,0,207,1,250,207,0,0,15
1197,1857395,385233,268,2016,0,48,0,483,0,347,483,0,0,4
1595,1770076,332899,242,2933,0,233,0,296,0,489,293,3,1,14
1864,1700182,445154,539,3704,0,212,1,735,2,693,729,5,29,8
2954,1656814,544901,567,3983,0,177,0,386,5,685,386,0,0,3
3741,1800034,579624,590,4422,0,168,3,776,0,624,775,1,10,566
514,1805250,200549,200,1261,0,837,0,110,0,221,127,0,2,0
23053,1788932,336390,296,2309,0,240,0,402,0,360,402,0,0,6
48426,1792309,452253,382,3365,0,1515,0,864,3,563,864,0,0,11
5696,1810047,241979,182,1573,0,440,0,398,1,274,403,1,20,15
4680,1760092,330897,507,3789,0,124,0,644,4,665,649,0,0,10
2317,1784796,426509,518,3287,0,91,0,439,0,580,439,0,0,18
53850,1867704,560625,512,3381,0,129,0,473,0,677,473,0,0,8
1426,1798502,281136,298,1905,0,41,0,205,0,342,205,0,0,8
19212,1800091,226697,243,2159,0,217,0,285,0,286,0,285,0,6
1113,1858687,397853,314,2644,0,158,2,715,0,444,713,0,5,11
2056,1786570,295902,435,2799,0,70,0,150,0,495,150,0,0,9
4593,1625549,213415,339,2126,0,104,0,165,0,389,166,0,0,5
29754,1894405,487013,413,3629,0,205,1,916,1,572,914,0,0,9
1768,1676830,132272,211,1224,0,96,0,91,0,234,91,0,0,0
18306,1339452,451014,470,2870,0,386,0,281,1,534,286,0,0,10
41029,1840068,219475,300,2474,0,293,0,656,0,408,656,0,0,10
2934,1691324,275723,393,2862,0,168,0,589,0,493,589,0,0,8
1003,1803146,219812,256,1765,0,425,1,153,2,308,140,13,98,31
78391,1853034,395983,220,2110,0,93,0,519,4,344,519,0,0,7
1422,1791292,468140,445,3413,0,97,0,842,0,603,843,0,0,7
933,1800378,456081,407,2841,0,1014,0,392,0,456,383,9,2,33
1194,1834281,304951,453,3359,0,538,0,623,1,564,623,0,0,6
343400,1914839,169179,155,1143,0,475,0,224,0,215,200,33,0,3
1085,1808126,630088,681,4600,0,128,1,705,0,798,705,0,0,10
4483,1740803,405814,861,4726,0,77,2,419,0,939,419,0,0,9
35931,1432813,138089,201,1199,0,18,0,91,0,217,91,0,0,4
1133,1543902,937726,835,5328,0,172,0,468,2,927,468,0,0,6
869,1799105,661790,686,5822,0,466,0,1416,4,914,1416,0,0,9
1529,1763776,205338,229,1802,0,149,0,261,1,318,261,3,0,9
1164,1782513,182509,203,1250,0,168,0,107,0,223,107,0,0,5
1950,1822321,487777,205,3091,0,391,0,670,0,1836,670,0,0,16
45857,1886069,241304,269,1811,0,150,0,308,0,310,325,0,0,0
22826,3109277,183172,271,1929,0,219,0,234,0,382,234,0,0,5
12813,1797306,234277,357,2124,0,216,0,229,0,424,229,0,0,5
1491,1768896,779849,526,4325,0,646,0,919,0,756,919,0,1,8
946,1720803,546627,219,2098,0,4067,1,684,5,365,685,1,3,5
19441,1806160,384781,286,1915,0,3102,0,131,14,341,123,8,78,14
66922,1646956,255892,285,2004,0,65,0,402,0,351,402,0,0,6
39632,1785513,377982,401,3354,0,994,0,768,3,561,657,111,0,8
1259,1550803,27858,67,389,0,12,0,26,0,71,26,0,0,0
46098,1718347,458780,424,3331,0,61,0,664,0,548,665,0,0,8
164022,1801891,312424,452,2756,0,486,0,267,0,544,267,0,0,4
4527,1762210,255607,592,3350,0,69,0,344,0,664,344,0,0,5
1252,1839275,421277,566,4298,0,89,0,656,8,736,656,0,0,8
89040,1781388,180278,266,2219,0,287,0,380,3,336,380,0,1,4
49961,1799028,363161,479,3282,0,146,0,304,5,529,278,26,0,9
956,1011727,196409,253,1680,0,59,0,242,0,299,246,0,0,6
55275,1576871,286763,327,2187,0,213,0,153,3,370,151,6,0,10
8363,1866571,446124,351,2854,0,637,1,532,19,454,512,18,56,8
99435,1739297,270348,606,3294,0,90,0,100,0,632,100,0,0,10
39810,1792581,222781,419,2626,0,250,0,195,3,455,200,0,0,9
59203,1846273,828538,722,4860,0,230,0,879,5,905,879,0,0,8
26333,1979963,276095,232,1386,0,1220,0,90,4,273,90,0,12,4
2584,1773454,173048,212,1486,0,65,0,254,0,248,254,0,0,7
39022,1799325,175906,288,1840,0,35,0,94,0,459,94,0,0,6
1493,1769781,252589,337,2249,0,129,0,237,0,386,237,0,0,6
105362,1808548,387399,380,2954,0,67,0,459,1,450,459,0,0,10
85979,1674043,268533,283,1964,0,262,0,327,8,357,334,0,0,7
39484,1798372,186620,205,1357,0,383,0,142,1,265,0,159,39,2
28661,1798073,323528,439,2903,0,91,0,296,0,515,296,0,0,8
22056,1772496,946835,805,5650,0,467,0,1000,1,969,1000,0,0,5
3833,1675388,151470,212,1355,0,131,0,118,0,260,118,0,0,7
3463,1788840,357119,283,3267,0,301,1,1005,12,548,1004,0,2,8
37206,1772032,437058,531,3999,0,161,4,713,0,866,711,0,0,8
1729,1768465,240222,304,2037,0,197,0,253,8,355,253,0,0,21
31914,1795673,271631,316,2209,0,85,0,272,4,390,269,3,0,9
23864,1783245,182184,292,1767,0,24,0,194,0,343,194,0,0,6
36165,1829689,551445,287,3197,0,348,0,1492,0,362,1491,1,0,10
1585,1794559,201490,317,1772,0,184,0,121,0,336,121,0,0,6
1087,1800168,430551,406,3062,0,1249,1,413,4,509,413,0,2,10
69661,1813507,327903,272,1759,0,454,2,355,0,352,378,0,81,5
34266,1777175,188495,264,1533,0,272,0,59,0,273,59,0,0,6
84194,1825939,210417,365,2140,0,69,0,135,0,393,135,0,0,2
32308,1806967,161551,324,2116,0,63,0,333,0,406,333,0,0,2
29276,1976001,290963,383,3029,0,333,0,481,6,470,473,8,0,5
30472,1781398,223802,421,3397,0,146,0,865,0,560,865,0,0,16
341961,1779792,201886,257,1739,0,163,0,357,0,316,214,144,0,8
5683,1773691,191413,201,1173,0,45,1,63,0,229,63,0,1,2
48822,1760842,298284,435,2594,0,92,0,191,0,472,206,0,0,12
77149,1879184,392920,613,4587,0,76,0,842,4,773,842,0,0,8
1969,1798244,797329,757,4938,0,934,0,769,0,918,769,0,0,11
20393,1798580,394195,524,3881,0,73,0,575,1,655,575,0,0,12
33052,1701905,156470,225,1556,0,79,0,179,0,279,179,0,0,6
2816,1792552,183869,288,1699,0,141,0,86,0,363,86,0,0,8
33170,1859078,189102,204,1605,0,104,0,411,0,310,411,0,0,7
31409,1802375,323123,587,3886,0,87,0,456,0,674,459,0,0,5
1448,1800625,695314,697,4767,0,165,0,635,1,785,635,0,0,12
33818,1802008,228289,309,2616,0,106,0,664,0,414,667,0,0,6
1637,1858765,470105,459,3513,0,1165,1,854,0,598,854,0,53,16
51170,1844118,188812,208,1554,0,282,0,333,0,370,312,21,0,4
1425,1821750,344569,253,2127,0,548,0,346,0,600,363,0,0,12
48404,1942973,140538,263,1452,0,108,2,85,0,293,77,14,2,4
1390,1800306,158007,214,1521,0,132,0,235,1,285,232,3,0,3
62470,1800028,583987,739,5197,0,136,0,689,2,911,687,2,1,11
67056,1795076,300438,334,2156,0,143,0,254,0,398,254,0,0,4
15905,1656124,274502,426,2956,0,250,0,311,4,490,297,14,0,6
94656,1801349,383610,436,2945,0,200,0,502,4,539,515,0,0,5
44620,1831730,372232,409,2473,0,96,0,136,2,443,121,16,0,20
48258,1726651,274279,375,2456,0,81,0,299,2,422,299,0,1,8
55536,1729570,397200,518,3402,0,74,0,416,0,635,416,0,0,3
21531,1857141,383581,448,3096,0,213,0,603,6,549,328,314,0,4
14678,1844780,363399,360,2751,0,619,1,609,2,460,604,5,13,8
57170,4234952,332006,416,2517,0,35,0,221,0,477,221,0,0,11
21272,1768167,167195,297,1817,0,100,0,109,0,316,109,0,0,6
28687,1774167,264095,284,1710,0,269,0,122,0,316,122,0,0,2
2380,1671458,433529,582,4421,0,212,1,548,2,651,549,0,2,11
1942,1791210,331370,478,3004,0,586,0,266,0,522,266,0,2,4
16476,1793373,247056,380,2919,0,313,1,646,0,474,650,0,2,6
37701,1757011,287211,412,2707,0,206,0,279,0,463,279,0,0,11
24529,1818757,393602,487,3791,0,74,0,673,0,650,672,1,0,10
40027,1798394,238114,294,2178,0,200,0,431,0,393,431,0,0,14
2109,2355702,347632,492,3329,0,1257,0,393,12,591,378,15,0,8
65865,1801439,713714,656,5620,0,488,0,1130,6,954,1130,0,0,24
713,637411,210181,300,1997,0,43,0,183,0,325,183,0,0,6
18466,1012419,257885,457,2999,0,219,1,311,1,515,311,0,3,8
710,1797152,290606,403,3025,0,389,1,507,7,489,506,0,10,9
49088,1641937,478291,593,4240,0,84,0,610,0,723,611,0,0,11
527469,1859709,335913,326,2216,0,213,0,232,0,365,232,0,0,10
148307,1801158,424879,397,2875,0,63,0,690,0,554,690,0,0,12
56299,1699382,553754,429,2734,0,51,0,87,0,453,72,15,0,9
56753,1325538,184282,219,1375,0,81,0,114,0,237,132,0,4,12
961,1803192,392733,471,3243,0,380,0,455,1,564,455,0,0,5
21375,1412930,475701,654,4607,0,74,0,595,0,744,595,0,0,3
294243,1828240,158708,217,1478,0,39,0,125,0,271,125,0,0,3
4503,1785054,161524,219,1303,0,244,0,107,0,269,107,0,0,4
16824,1858327,149690,196,1377,0,19,0,243,0,279,243,0,1,3
28702,1774467,683608,761,4481,0,83,0,218,0,810,218,0,0,12
35122,1822700,636048,746,5404,0,856,0,895,1,943,860,35,3,16
30564,1748074,399024,391,2680,0,242,0,400,1,518,407,0,0,5
5317,1845557,184865,238,1671,0,20,0,245,0,282,245,0,0,2
45499,1803813,432448,291,2076,0,2205,2,308,6,353,293,13,250,9
67936,1789688,489460,702,5120,0,95,0,696,0,844,686,10,0,20
58562,1498655,319493,285,2131,0,65,0,289,1,383,290,0,0,7
4366,1747776,374780,502,3767,0,127,0,629,2,626,625,4,0,13
24024,1767938,515825,618,4192,0,105,0,698,3,725,698,0,0,8
2207,1786670,334585,458,2934,0,98,0,370,0,539,370,0,2,2
1170,1782493,366511,568,3531,0,88,0,466,1,672,465,1,0,30
63728,1886419,297457,183,1507,0,286,0,409,0,288,307,102,1,4
40231,1853400,283133,241,2497,0,168,1,819,0,392,818,1,6,7
53705,1767623,383764,410,2682,0,330,0,296,0,461,296,0,0,7
1703,1762786,618442,671,4172,0,564,0,480,1,740,481,0,0,5
1693,1936327,503651,313,3816,2,45,0,352,2,1879,352,0,0,5
2948,1847383,477436,788,4872,0,97,0,485,0,844,485,0,0,6
33499,1328016,326788,302,2491,0,151,1,337,4,408,337,0,1,12
46356,1849179,267737,351,2195,0,51,0,112,0,370,112,0,0,4
15220,1773861,429103,853,6166,0,163,0,990,1,1028,990,0,0,12
96325,1697172,294148,425,3035,0,53,2,402,0,524,402,0,0,8
16377,1052866,196416,204,1168,0,144,0,88,0,222,88,0,1,5
3104,1765094,323678,255,1932,0,296,0,465,0,353,465,0,0,8
30033,1854042,118855,203,1340,0,118,2,42,1,214,40,0,13,7
59961,1394692,328492,270,2589,0,98,0,811,1,485,707,104,0,15
670,1794376,435885,698,4673,0,1035,0,506,1,789,506,0,0,14
181167,1808400,201653,212,1247,0,61,0,23,2,258,40,0,0,6
31571,1154761,385248,503,2812,0,59,0,185,0,554,185,0,0,2
43245,1705176,254772,228,1499,0,116,0,238,0,267,238,0,0,4
289996,1811395,150743,212,1338,0,23,0,151,0,232,151,0,0,4
37488,1815068,427053,583,4165,0,66,0,695,1,689,695,0,0,10
819,1744968,481740,581,4008,0,90,0,463,9,682,463,0,0,8
2756,1804726,315671,257,1815,0,62,0,362,2,319,354,8,0,14
918,1738627,349543,331,2580,0,67,0,311,8,429,312,0,0,4
55288,1783667,516071,439,3672,0,1041,0,942,0,638,894,48,0,32
60836,1747579,141177,263,1873,0,86,0,270,0,354,273,0,0,4
53421,1808119,273670,355,2375,0,98,0,261,0,453,262,0,0,16
40994,1650454,279712,363,2748,0,106,0,294,11,435,294,0,0,3
71747,1757949,230853,331,1965,0,54,0,185,0,357,187,0,0,13
2026,1806029,265615,272,2013,0,45,0,260,1,372,260,0,0,8
670,1833896,359682,411,2408,0,350,0,120,0,422,120,0,0,18
5054,1786086,162172,200,1222,0,86,0,90,0,225,110,0,0,5
1269,1790355,551255,552,3743,0,528,0,406,0,650,406,0,1,6
28233,1791238,484947,605,4188,0,201,0,683,4,776,697,0,0,8
28095,1784775,309989,325,3177,0,1110,0,893,0,485,893,0,0,11
1626,1489093,572060,468,3763,0,755,0,645,3,576,645,0,0,10
19915,1667041,208324,220,1519,0,244,0,222,0,266,222,0,0,6
22385,1793011,310061,459,3197,0,78,0,632,2,523,632,0,0,4
48521,1799277,272292,260,1725,0,572,0,352,0,316,353,0,0,8
12015,1793783,372677,578,3424,0,262,0,178,1,642,178,0,4,7
935,1757106,409212,328,2762,0,367,0,721,5,483,702,19,0,8
72447,1795200,162328,200,1487,0,24,0,165,0,218,178,0,0,10
93237,1801563,539223,537,4159,0,267,0,1044,1,719,1044,0,0,4
1041,1794108,186154,305,1906,0,148,0,180,0,331,180,0,2,6
1505,1536976,636690,638,4262,0,294,0,498,3,713,498,0,0,12
52796,1759008,203100,368,2215,0,57,1,176,1,446,177,0,0,3
1766,1792469,440087,480,2905,0,129,0,176,2,507,176,0,0,14
1048,1800760,304248,217,1269,0,1344,0,70,0,232,70,0,0,4
13775,1798588,196610,229,1575,0,14,0,271,0,277,270,1,0,0
13989,1761027,13452,224,1382,0,34,0,181,0,253,181,0,0,6
53926,1768771,323347,424,3261,0,168,0,831,1,572,837,0,0,6
20860,1719787,255718,285,1926,0,280,0,322,0,355,322,0,0,4
36885,1648822,167529,231,1682,0,64,0,354,0,269,354,0,0,11
47529,1758364,386358,495,3086,0,91,0,188,1,516,184,4,0,11
14853,1807529,308027,483,2622,0,104,0,43,0,519,43,0,0,4
92392,1679962,752666,456,3871,0,150,0,1246,3,729,1076,170,0,8
15448,1765710,546927,580,3875,0,164,0,539,0,713,539,0,0,11
1741,1806701,121717,207,1257,0,114,0,67,0,242,66,1,0,2
105561,1820742,126934,222,1444,0,106,0,122,1,242,70,71,0,4
703529,1747656,199119,264,1631,0,62,0,62,0,271,62,0,2,4
2198,1800992,276342,398,2642,0,512,0,440,0,466,440,0,0,6
1276,1783225,517691,485,3135,0,288,0,301,5,545,301,0,0,6
49748,1843693,376832,843,4975,0,169,0,310,0,917,303,7,0,16
22709,1742296,400057,539,3372,0,95,1,76,2,589,72,4,0,8
2313,1789520,385604,522,3488,0,271,0,261,0,557,262,0,1,4
25868,1793085,159402,242,1505,0,333,0,200,1,270,202,0,0,4
76188,1801645,349238,217,1372,0,254,0,117,0,232,117,0,0,7
60185,1782037,565730,396,3584,0,334,0,1406,3,710,1408,0,0,8
997,555740,100601,208,1259,0,26,0,35,1,212,35,0,3,3
10053,1799106,164763,202,1307,0,71,0,118,0,227,111,7,0,11
37246,1821474,283249,407,2822,0,368,0,559,1,539,370,189,0,13
1037,1897657,380968,339,3116,0,296,0,796,4,519,796,0,0,12
1397,1723901,205516,384,2473,0,49,0,128,0,402,128,0,0,4
