down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl
20237,1794953,324798,480,2647,0,28,0,129,0
1443,1612598,150330,217,1405,0,167,0,134,0
1114,1781090,507505,906,5593,0,148,0,262,0
862,1765423,420517,398,3384,0,73,0,683,0
27281,1842149,334256,355,2867,0,373,0,553,1
39864,1760422,266842,359,2481,0,208,0,337,2
55706,1768968,406460,467,3385,0,365,1,471,5
94837,1800200,181494,200,1567,0,62,0,169,1
1282,1897038,191439,208,1407,0,520,0,252,0
3226,1788646,323920,476,2817,0,75,1,193,0
6350,1783727,290895,330,2175,0,75,0,262,2
30628,1603082,211413,208,1442,0,605,0,275,0
2132,1842836,499125,488,4017,0,342,0,1153,0
1345,1783959,178411,228,1669,0,105,0,346,0
18371,1801924,434144,649,4597,0,150,0,595,9
5287,1902267,1210508,370,5765,0,785,1,4567,1
45555,1796254,485279,474,4057,0,195,0,705,13
37235,1763351,219284,294,2007,0,96,3,377,1
8972,1672581,214668,217,1470,0,21,0,71,0
19967,279818,172993,230,1323,0,35,0,46,0
48040,1785972,478957,702,4122,0,121,0,214,2
770,1804465,643771,454,3978,0,613,0,1209,2
1102,1878307,432717,691,4654,0,109,0,608,0
168973,1804536,150078,206,1512,0,105,0,157,0
17134,1793828,211374,300,2309,0,231,1,261,0
83139,1826240,352531,318,2475,0,128,0,489,9
990,1798405,282462,469,2933,0,177,0,360,3
73881,1797650,207675,237,1706,0,45,0,332,0
3544,1835889,75502,217,1448,0,147,0,188,0
46928,1685851,167489,320,2091,0,197,0,270,4
1494,1805098,109773,202,1331,0,71,0,217,0
1630,1814761,212729,327,2238,0,26,0,100,0
1086,1777412,362281,642,3772,0,75,0,198,1
107472,1714090,201565,374,2071,0,240,0,129,0
69001,1784750,438826,520,3153,0,126,0,297,0
1433,1777308,187725,225,1403,0,124,0,118,2
19203,1790372,505760,715,5159,0,495,0,986,7
1368,1800283,207146,259,1698,0,156,0,247,0
44585,1897888,236566,302,1866,0,71,0,137,1
80845,1813202,285663,309,1929,0,58,1,320,3
31604,2027093,373827,407,3031,0,282,0,604,0
1646,1799610,415975,327,2749,0,182,2,319,16
1467,1800343,262901,201,2399,0,106,0,525,0
1337,1522482,280521,470,2755,0,95,0,170,0
2948,1795905,387928,376,2933,0,134,1,371,9
1671,1821358,524330,437,3710,0,72,0,1050,0
29689,1799658,490721,568,3739,0,926,0,470,0
375289,1747704,152035,225,1501,0,354,0,3,22
50310,1781447,102120,218,1213,0,31,0,39,1
14778,1806011,224274,328,2119,0,916,0,275,3
2397,1799479,608257,822,5633,0,129,0,585,0
33457,1679088,392882,575,3565,0,78,0,197,2
23051,1782071,181501,295,2130,0,95,0,217,0
46973,1854669,198258,280,2195,0,81,0,475,1
33483,1756110,337098,409,2711,0,153,0,466,0
132816,1830312,260556,330,2078,0,96,0,282,0
17735,1793349,191387,220,1458,0,346,0,110,0
2225,1691211,220713,206,1339,0,173,0,106,0
78685,1779775,490199,586,3945,0,134,0,503,6
44363,1911533,408413,404,3177,0,86,1,553,5
6139,2790880,306367,315,1986,0,158,0,318,0
1494,1797923,707402,781,6085,0,288,1,1275,1
1655,1804432,306148,323,2085,0,337,0,512,0
1154,1808829,342544,304,2168,0,326,0,458,1
1219,1775029,414901,392,2829,0,113,0,505,0
701527,1776982,19629,201,1243,0,100,0,45,1
34187,1722036,329533,342,2191,0,105,0,240,0
4153,1783859,296507,443,2757,0,72,0,180,0
318332,1800243,145114,151,1162,0,211,1,249,0
1295,1793186,476576,531,4179,0,535,0,924,1
811,1786596,433672,517,3609,0,177,0,562,1
4135,1798016,167891,229,1529,0,51,0,211,0
4138,1793572,304066,426,2485,0,88,0,218,2
8247,1455410,133597,237,1417,0,116,0,65,0
3766,1726693,161290,263,1755,0,288,0,104,0
19273,1823659,458841,423,3233,0,71,0,681,0
35478,1740679,359753,268,2446,0,2438,0,765,0
7807,1800787,203915,306,2252,1,130,0,316,1
993,1796367,675693,399,2678,0,3975,0,456,0
26685,1776187,270897,229,1483,0,46,0,198,2
1254,1789388,225588,292,1820,0,506,0,165,0
35038,1795117,338652,519,3257,0,204,0,210,0
7017,1773387,222836,229,1776,0,145,0,289,0
7434,1027423,162166,204,1360,0,29,0,104,0
1667,1799406,346224,429,3445,0,106,0,675,6
100940,1716914,168224,271,1641,0,184,0,52,0
32508,1765886,242728,369,2499,0,908,0,445,2
7644,1790776,595293,822,5348,0,87,0,539,1
35336,1792775,354277,328,2271,0,232,2,239,6
22509,1758629,461022,706,4621,0,55,0,360,0
1294,1812482,774899,1065,6763,0,398,1,937,0
1602,1814544,533916,696,4901,0,359,0,891,0
31883,1796023,227244,214,1729,0,107,0,392,0
88149,1855207,341302,420,3021,0,54,0,428,0
64578,1812915,272543,380,2251,0,11,0,118,0
4062,1712100,287051,430,3390,0,73,0,1050,0
27636,1762779,692168,619,4555,0,1219,2,787,3
30156,1763846,278313,279,1796,0,340,0,170,3
2161,1794169,539214,465,3686,0,1060,0,897,0
4211,1747987,539439,705,5038,0,77,1,598,5
250864,2158106,207249,195,1421,0,32,0,186,2
29432,1805071,430105,296,2346,0,921,0,732,0
2408,1828962,505260,704,5354,0,204,0,1076,0
8318,1295042,108411,259,1321,0,121,0,4,0
65182,1781167,373542,539,3230,0,330,0,238,6
14890,1797721,573833,639,3979,0,155,0,470,0
31007,1795112,445215,483,3696,0,99,0,542,4
24194,1713329,312679,241,1960,0,220,0,277,9
28995,1797322,568638,521,3222,0,2620,0,277,0
29472,1707820,230833,210,1716,0,82,0,391,0
3111,1475835,278778,336,2295,0,52,0,268,0
60868,1375388,155478,215,1300,0,117,0,175,0
3366,1804946,452414,550,3375,0,103,0,364,3
2869,1514786,390338,368,2728,0,120,4,608,2
79119,1927740,337003,335,1974,0,269,0,185,0
28337,1852717,508588,614,3936,0,147,0,474,1
55431,1679636,373466,225,1710,0,159,0,325,8
11779,1806163,166479,204,1378,0,20,0,126,0
130424,1761546,287263,340,2430,0,85,0,544,1
40016,1658106,283248,303,2209,0,145,2,440,0
61670,1792841,418378,425,3817,0,365,0,658,18
62580,1799739,152350,225,1582,0,61,0,165,0
234126,1059207,192933,212,1396,0,1033,0,218,0
2963,1674831,433476,469,2940,0,64,0,231,0
1573,1760433,177039,262,1730,0,140,0,247,0
1304,1843693,558626,481,3366,0,302,0,625,1
13055,2797937,387622,524,3204,0,102,0,281,4
46091,1858778,353391,354,3546,0,661,0,1395,1
61187,1740705,345279,586,3431,0,313,0,235,1
39052,1809718,223737,262,1904,0,92,0,402,0
1382,1819815,314659,247,1952,0,75,0,315,3
793,1720026,321356,447,3046,0,342,0,697,1
1172,1805369,197753,417,2486,0,258,0,144,0
752,1464068,212912,353,2366,0,79,0,307,0
4924,1751714,361561,360,2511,0,59,0,470,1
1363,1766390,275752,381,2827,0,58,0,597,0
22905,1867916,537962,567,5898,0,172,0,1539,3
1651,1782357,181158,215,1378,0,93,0,130,2
2026,1805861,533216,721,4440,0,127,0,174,1
49855,1775294,295420,398,2236,0,200,2,0,39
59283,1807114,419714,561,3523,0,113,0,292,2
123246,1503258,159137,231,1306,0,27,0,91,0
46028,1797216,272945,317,2113,0,154,0,342,0
1511,1842297,165332,271,1674,0,323,0,193,0
21557,1781556,228703,309,1970,0,80,0,282,0
24176,1787176,254813,244,1512,0,40,1,89,1
1894,2122039,305122,208,1682,0,483,2,361,2
21915,1795595,136596,308,1928,0,67,0,99,0
6826,1816800,325737,400,2356,0,71,0,235,0
1073,1801793,229739,270,1621,0,81,0,123,2
69243,1780139,295924,238,1791,0,153,0,249,10
21883,1754536,386999,371,2590,0,104,0,404,1
43801,1787752,346052,208,2765,0,20,0,1456,0
2515,1798697,473337,791,4467,0,134,0,473,0
3088,1352272,105006,201,1260,0,76,0,165,0
67933,1780301,184483,235,1643,0,106,0,218,2
35951,1865207,257143,481,3251,0,138,0,470,1
122761,1674834,204443,252,1564,0,171,0,204,1
92048,1825558,511543,569,3856,0,408,0,593,1
27816,1804066,560296,339,4362,0,158,0,729,0
55788,1805670,440755,463,3323,0,142,0,559,3
24404,1814319,177500,260,1817,0,182,0,261,3
13806,1745535,370184,467,2893,0,51,0,262,0
1297,1771003,389615,263,2291,0,118,0,703,0
18753,1691873,408864,639,4527,0,119,0,622,0
1033,1785099,536677,474,3275,0,547,0,718,1
72322,1803221,363223,302,2206,0,166,0,474,0
253084,1808709,284681,366,2408,0,1243,1,90,1
948,1792376,188627,312,1842,0,313,0,129,2
4640,1802981,383046,545,4353,0,155,0,957,0
1184,1794871,249518,294,1928,0,107,0,224,2
2580,1792846,396548,517,3389,0,1098,1,229,0
41662,1792448,298903,325,1972,0,127,0,122,0
27256,1765136,183797,257,1597,0,64,0,157,0
21993,1799599,211474,358,2046,0,68,0,73,0
15910,1856755,383823,497,3243,0,90,0,369,0
34850,1787667,341329,413,3077,0,136,2,549,1
1628,1801182,310427,327,2039,0,64,0,218,0
1076,1277928,157846,207,1186,0,270,0,27,0
2045,1787744,204844,245,1543,0,101,0,135,0
50201,1803943,435129,539,3243,0,247,0,134,0
1520,1651667,277148,273,2387,0,82,0,413,9
38902,1779115,461451,498,3626,0,90,0,516,5
225148,1804803,169853,219,1478,0,58,0,158,0
43561,1771262,700066,953,6737,0,171,2,644,1
1655,1631427,185188,296,1902,0,29,0,174,0
34598,1797637,418399,327,3191,0,414,0,997,7
1157,1794914,639495,577,5847,0,406,0,1399,1
31115,1852909,332387,323,2183,0,127,1,186,10
24907,1796654,381673,535,4215,0,972,0,1134,0
268549,1770230,177305,227,1550,0,136,0,122,0
121414,1909877,242871,306,2675,0,176,0,753,4
18921,1939360,605129,774,5680,0,127,0,759,5
215806,1914712,166893,241,1511,0,35,0,24,0
1778,1778470,316014,308,2448,0,80,0,121,0
57312,1805475,182144,304,2105,0,70,0,214,0
41928,1643572,203236,295,1919,0,83,0,150,0
35870,1800623,264523,352,2777,0,542,0,277,19
78597,1823034,392145,584,3535,0,334,0,268,0
1888,1768304,122791,201,1265,0,79,0,72,0
82387,1825760,147986,230,1548,0,48,0,185,0
9541,1804909,678939,557,3842,0,2597,0,691,3
57565,1773500,178817,304,1870,0,120,0,105,2
46077,1755982,456087,371,2558,1,134,1,449,6
37803,1767556,431080,538,3845,0,148,0,475,5
1396,1757299,409623,736,4795,0,89,0,297,2
32158,1783333,340638,384,2606,0,1263,1,409,0
1620,1796189,148062,246,1377,0,91,0,44,0
182871,1769801,118249,201,1291,0,99,0,90,0
18347,1776161,537687,616,4491,0,102,0,569,6
18100,1808354,416534,404,3423,0,931,0,560,21
18762,1698183,614626,565,4548,0,321,0,798,8
41575,1567375,487167,440,3166,0,256,0,425,1
1266,1844708,243401,218,1535,0,141,0,207,3
35283,1803071,333274,402,2515,0,68,0,225,0
176960,1702930,171947,208,1407,0,205,0,149,0
1585,1811806,167635,201,1344,0,52,0,208,0
51350,1810916,331582,347,2229,0,76,0,126,0
16246,1852943,741204,1016,5754,0,86,0,82,1
75364,1775572,289046,410,2549,0,76,0,267,0
47917,1795604,358269,352,3330,0,51,0,246,0
41823,1795706,273585,524,3421,0,176,0,260,1
18885,1807714,451861,469,3526,0,57,0,684,0
3665,1784061,262961,600,3629,0,208,0,71,5
28614,1754143,284019,321,2508,0,120,0,642,0
1456,1803104,535971,762,5596,0,732,0,1050,4
38820,1827497,450590,698,4602,0,115,0,438,5
3202,1818788,370633,500,3420,0,208,0,378,6
2133,1822241,577969,1044,6483,0,100,0,493,1
786,1855836,371504,445,2610,0,421,0,161,0
1982,1781953,286488,230,2392,0,69,0,742,0
36943,1653917,323332,436,2869,0,108,3,134,7
41504,1788151,204753,254,1824,0,67,0,236,1
113456,1787888,262365,385,2105,0,54,0,77,0
26107,1789177,311485,545,3617,0,539,0,251,0
51845,1805589,289788,345,2174,1,102,0,265,0
11419,1788727,312577,262,3830,0,161,0,818,3
3213,1798026,354003,288,2372,0,394,1,827,0
1345,844269,58825,119,694,0,41,0,44,0
16566,1526643,246270,284,2165,0,52,0,293,0
1019,1803129,525689,769,5342,0,105,0,705,3
1141,1810075,393433,212,3939,0,99,0,138,0
43179,1798606,581664,307,3820,0,1156,0,290,9
220209,1738959,283100,477,3509,0,666,0,646,8
1254,1083734,301566,321,2133,0,68,0,263,0
490,1802960,399572,469,3694,0,2176,2,767,1
1149,1859628,218567,271,1714,0,113,0,142,0
220651,1800002,465110,581,3954,0,111,0,344,1
2186,1753034,148118,246,1568,0,170,0,223,2
71365,1953389,151340,303,1739,0,50,0,150,0
42690,1847502,321432,510,3038,1,118,0,232,1
17430,1794403,294314,461,3041,0,438,0,304,3
47879,1774680,182830,204,1343,0,75,0,92,3
35585,1735841,277830,231,1750,0,32,0,166,1
16242,1780942,430184,494,3779,0,290,0,441,9
1417,1743155,138800,255,1717,0,147,0,219,4
13502,1775184,527261,421,3774,0,153,1,1222,6
162732,1755711,298682,347,2385,0,221,0,217,0
4777,1759509,774990,920,5665,0,298,0,500,0
1570,1403189,193605,202,1576,0,41,0,369,0
849,1748850,526072,527,5716,0,133,0,935,0
2616,1799419,392517,286,2085,0,606,1,163,5
8635,1778602,267466,324,1838,0,354,0,31,2
1380,1766309,628298,207,3035,0,28,0,1684,0
52020,1804484,258397,346,2178,0,105,0,223,0
1371,1774619,403316,343,2567,0,347,0,345,0
1212,1750992,402664,421,2797,0,958,0,433,0
5895,1751887,554641,541,4136,0,329,0,1114,0
51968,1222572,296497,292,1938,0,45,0,162,4
3202,1756054,239881,392,2423,0,148,0,145,0
2147,1802453,232787,268,2017,0,1313,0,525,0
1815,3416329,413666,528,3562,0,55,0,581,0
1253,1776894,439777,620,3930,0,721,0,499,0
659,1980216,211471,229,1673,0,460,3,607,1
26611,1721153,234315,428,2720,0,50,0,243,0
766,1743481,238753,336,1990,0,214,0,157,0
2948,1803880,254425,302,2049,0,161,0,361,0
1059,1789489,275510,913,3986,0,145,3,421,16
19213,1859889,409090,200,2767,0,287,0,1252,5
16676,1794110,766722,538,4821,0,450,0,1345,1
28991,1918776,302767,429,2939,0,111,0,246,0
1349,2015953,313372,385,2509,0,108,0,368,3
17616,1813170,553906,859,5953,0,138,0,574,4
15434,1802845,70554,202,1287,0,93,0,117,0
33554,1790380,222775,438,2718,0,125,0,168,4
22565,1789087,244260,314,2130,0,359,0,346,3
536133,2046434,159121,206,1421,0,149,0,85,1
2289,1804201,535847,449,3200,0,191,0,540,4
1929,1805852,444960,514,3695,0,117,0,568,0
3153,1793401,481774,569,3553,0,1347,0,225,0
1060,1784877,565020,892,4925,0,256,0,225,0
29765,1804907,565252,715,4618,0,364,0,570,1
2523,1799700,359498,382,2890,0,118,0,514,0
110542,1804037,134385,205,1388,0,26,0,193,0
43603,1632944,246291,310,2057,0,41,0,323,0
24077,1809764,178614,201,1459,0,195,0,95,3
49912,1842736,604250,548,3476,0,187,0,252,0
2255,1790819,572040,427,3486,0,55,0,908,2
1813,1792829,268899,329,1899,0,213,0,102,0
6939,1870866,278684,279,2058,0,169,1,337,4
23733,1774364,399781,477,2849,0,261,0,240,0
18961,1783790,546069,544,3728,0,73,1,317,1
1539,1788575,251034,421,2699,0,76,0,191,1
72707,1638355,208661,333,2078,0,75,0,122,0
93666,1775565,414639,420,2749,0,146,0,258,2
122426,1786956,144497,203,1394,0,23,0,262,0
30238,1767732,551159,881,5425,0,189,1,427,5
5015,1934888,649863,467,4505,0,130,0,1432,4
1661,1794456,241302,326,2094,0,289,0,240,1
1329,1811059,212442,228,1739,0,39,2,261,0
30942,1768525,218567,210,1678,0,86,0,217,0
247674,1836424,155966,203,1522,0,143,0,281,0
16476,1784305,220760,221,2009,0,47,0,612,3
323275,1872552,331310,405,2408,0,69,2,90,1
1712,1814531,285706,269,1720,0,807,0,207,0
29515,1806075,598119,400,2759,0,49,0,565,0
50383,1682968,308402,294,2423,0,343,0,733,0
25185,1757736,126137,207,1332,0,72,0,86,2
12251,1786038,484546,457,3510,0,516,0,751,12
740531,1494838,151151,200,1200,0,39,0,86,0
69379,1769374,306808,303,2192,0,122,0,350,1
767,1776038,564259,778,4898,0,137,0,553,1
3902,1736938,90921,211,1240,0,35,0,129,0
1124,1799586,200041,341,2095,0,69,0,160,0
49080,2619090,195568,357,2020,0,31,0,125,0
19385,1797236,369565,450,3575,0,90,0,537,4
47163,1859884,167981,239,1405,0,337,0,16,0
2383,2266124,147745,204,1418,0,256,0,161,0
36101,1743249,385843,246,1730,0,32,0,193,1
52154,1780820,322196,325,2762,0,118,0,769,4
60616,1859545,506422,344,3534,0,199,0,1248,0
1246,1794519,358781,386,2708,0,959,2,649,4
25940,1770180,164093,292,1960,0,100,0,281,0
883,1827113,237983,291,1906,0,118,0,222,2
25602,2238508,282556,370,2684,0,175,0,318,1
1265,1810336,185209,223,1540,0,422,0,265,10
74230,1800405,150368,203,2091,0,319,0,805,0
1843,1797303,609906,429,4012,0,144,0,1139,1
29790,501856,194764,250,1623,0,29,0,78,0
538,1750760,131877,200,1237,0,40,0,111,0
26675,1801834,288551,201,2429,0,31,0,1304,0
2582,1771039,131440,234,1401,0,87,0,77,0
3209,1781006,552629,688,4260,0,228,0,385,1
110929,1805224,454335,631,4107,0,701,0,285,8
91201,2081190,257401,245,1803,0,148,0,466,0
1961,1762315,343748,507,4462,0,81,0,902,1
35907,1465272,372963,325,2285,0,394,0,265,6
2367,1314989,177776,315,2105,0,34,0,256,1
844,1815384,950927,961,9091,0,414,0,3370,1
1635,1787223,232667,247,1487,0,2,0,24,0
36129,1583743,240124,335,2291,0,80,0,279,0
139747,1728193,305371,326,2172,0,157,0,424,0
129461,1760840,382352,357,2712,0,460,0,647,0
18864,1703768,266054,526,3125,0,57,0,86,0
1147,1777032,165293,239,1478,0,201,0,185,0
5348,1799341,194932,218,1403,0,254,0,131,2
48862,1233171,222316,346,2232,0,158,0,179,8
1968,1456319,347651,361,2059,0,78,0,143,1
34045,1756773,505575,496,3455,0,191,0,465,10
999,1774267,429380,237,2433,0,66,0,963,0
28433,1856023,215436,430,2730,0,166,0,246,0
25119,1807407,380368,480,2783,0,144,0,119,0
60414,1976432,296756,293,1928,0,84,0,101,0
38314,1801029,557170,521,3730,0,71,1,707,2
2405,1834250,313076,311,2118,0,154,0,409,0
2212,1789798,312884,399,2617,0,809,0,212,0
929,1625204,371627,571,3649,0,56,0,409,0
155352,1873139,393881,319,2193,0,52,0,119,1
1401,1868512,464671,329,2781,0,175,2,486,20
2880,1801515,209945,223,1680,0,262,0,365,0
1962,1205646,178828,262,1681,0,37,0,44,0
3680,1738028,114253,213,1264,0,39,0,70,0
27581,1783843,325471,398,3316,0,118,0,769,9
1668,1825331,539018,563,3421,0,310,0,316,1
73734,1802851,253784,253,1833,0,684,1,269,0
21222,1790909,165316,261,1539,0,163,0,81,0
711,1798231,143430,202,1217,0,41,0,134,1
65987,1765832,247474,238,1536,0,89,0,14,1
1594,1840917,365953,415,2711,0,80,0,165,0
86341,1774450,198824,255,2100,0,67,0,632,1
3609,1802805,377548,272,2073,0,137,0,329,0
5893,1388531,156371,235,1616,0,77,0,137,1
6727,1813009,193567,243,1788,0,89,0,299,0
34158,1794530,210117,348,2214,0,1865,0,43,2
433655,1698437,134475,202,1436,0,81,0,219,0
31750,1731840,409009,207,2595,0,90,0,715,0
15201,1398730,227912,248,1633,0,67,0,314,0
12732,1789268,385392,425,3028,0,102,0,376,4
29428,1859935,631944,630,5003,0,1636,0,1152,3
3425,1807205,912113,408,6129,0,64,0,2702,1
157336,1780831,271963,381,2538,0,64,0,332,2
77464,1794371,269840,308,2218,0,200,0,646,0
26854,1797381,505316,765,5300,0,556,0,695,1
1504,1815853,214775,307,2301,0,232,1,444,2
1542,1577169,325114,450,3304,0,77,0,295,1
10826,1829032,235156,241,1666,0,85,0,219,3
47194,1735888,265146,336,2557,0,168,0,546,10
78776,1628771,395397,230,1983,0,69,0,560,0
164206,1780288,513691,362,2935,0,2097,3,504,4
361576,1837795,303783,423,2710,0,43,0,218,1
997,1793037,247053,350,2207,0,56,0,130,0
20163,1793634,592106,576,4572,0,100,0,716,0
5102,1806762,461166,470,3733,0,865,0,892,9
33654,1031773,372757,416,2619,0,28,0,139,0
101843,1677340,246086,292,1815,0,38,0,240,0
1483,1784841,584066,626,5056,0,445,0,965,11
59309,1714796,272661,314,1939,0,64,0,73,0
1157,1519313,450431,405,3134,0,1904,0,755,0
32439,1802937,446924,394,3010,0,79,1,542,1
1618,1572361,404458,471,3165,0,339,0,482,2
32918,1830035,447871,435,3188,0,282,0,802,0
163119,1889289,277792,299,1850,0,125,0,33,0
5593,1860246,391153,415,2848,0,653,0,447,1
4792,1969718,410945,538,3302,0,96,0,362,0
40047,1799980,378987,642,3650,0,78,0,247,0
124618,1738341,181046,258,1894,0,229,0,363,0
48642,1875948,223934,311,2023,0,181,0,389,0
55962,1833066,324905,293,2319,0,155,0,575,0
1148,1783329,391249,532,3493,0,351,0,449,8
1014,1870670,456708,422,3804,0,618,0,351,23
25728,1767160,335752,469,3137,0,123,0,252,3
4116,1800929,197280,242,1772,0,126,0,234,2
3198,1792600,197568,216,1594,0,38,0,314,0
2345,1779128,165300,334,1986,0,59,0,168,0
920,1791062,441631,488,3600,0,251,0,737,3
122968,1811592,186705,220,1593,0,76,0,285,0
34980,1805759,237511,239,1804,0,55,0,433,0
1112,1787927,360543,482,2853,0,180,0,159,0
4049,1765045,202589,223,1422,0,45,0,186,0
30464,1772816,603668,545,4780,0,68,0,1379,1
27441,1798925,544339,564,3776,0,1174,0,565,0
40469,1803141,436044,522,3397,0,103,0,393,3
6272,1795385,432920,492,3273,0,218,0,396,1
37441,1804530,473262,295,2901,0,636,0,794,1
46382,1754927,230386,324,2263,0,475,0,320,1
107090,1794789,306536,439,2655,0,48,0,177,0
17988,1778314,208212,228,1404,0,63,0,155,0
30154,1795643,716932,793,5730,0,145,0,1036,3
1058,1614401,453163,443,3090,0,289,0,569,0
16428,1792665,175153,266,1653,0,105,0,197,0
8976,1788912,180321,232,1633,0,87,0,353,0
86663,1819042,456461,511,3514,0,629,0,473,2
8112,1397952,408673,272,3332,0,122,0,547,0
18357,1792395,308013,448,2726,0,120,0,372,0
59080,1790660,582662,642,4029,0,87,0,611,0
164493,1885491,217548,381,2219,0,52,0,54,0
34840,1817027,160384,214,1827,0,111,0,534,3
157557,1915256,188521,212,1239,0,56,0,52,0
42383,1736259,320148,335,3334,0,649,0,976,0
17842,1777368,796114,772,5121,0,183,0,716,3
628,1857486,382322,435,3553,0,381,0,995,3
1217,1796111,586712,533,3485,0,3998,0,154,0
3616,1801316,294696,244,1520,0,906,1,123,2
1394,1806216,826773,890,5199,0,4406,0,299,0
1151,1739439,271258,244,1922,0,62,0,147,3
129492,1849923,127553,236,1666,0,167,0,100,0
1297,1790339,433051,356,2983,0,149,0,703,0
32257,1796503,326272,325,2215,0,40,0,319,0
824,1792213,318950,479,3233,0,64,0,486,0
4451,1794959,586566,549,3913,0,126,0,749,0
48988,1856932,573574,607,3726,0,142,0,351,3
74409,1805257,362204,619,4370,0,371,0,856,5
80858,1796215,188754,337,2260,0,368,0,189,3
17800,1514318,168515,299,2035,0,112,1,193,1
39085,1808393,259254,386,3070,0,94,0,584,1
65283,1797503,464056,362,2694,0,321,2,624,2
120434,1778575,239072,235,1351,0,510,2,64,1
7108,1852193,183629,371,2366,0,36,0,195,2
3541,1799065,316799,267,1876,0,140,0,187,3
1392,1669426,224933,250,1915,0,89,1,325,4
29445,1798779,200684,385,2375,0,464,1,293,0
31201,1789646,280505,381,2585,0,118,0,194,13
28677,1829097,264845,474,3083,0,180,0,326,0
5646,1882494,186188,284,1965,0,185,0,155,2
155138,1798192,197721,360,2407,0,99,0,372,0
44059,1876646,223242,485,3218,0,80,3,370,1
35176,1393891,260582,300,2116,0,328,0,262,5
18493,1800715,557996,777,6008,0,190,0,1375,0
5306,1753697,163839,206,1398,0,176,0,288,0
2275,1799929,247795,212,1542,0,194,0,291,0
19211,1812519,411932,600,4290,0,175,0,473,2
1978,1184629,547361,457,2768,0,153,2,355,0
36486,1798796,379408,474,2822,0,205,0,222,0
1547,1099707,517303,578,3583,0,295,0,180,1
176028,1784293,176747,262,1655,0,102,0,189,0
143430,1806577,164145,269,1835,0,62,0,160,0
8147,1826871,266830,419,2702,0,122,0,162,0
25173,2175113,348062,320,2174,0,81,0,397,0
31310,1789777,607665,649,4266,0,268,0,401,0
33746,1805815,201314,347,2175,0,663,0,140,5
52364,1819512,94931,214,1018,0,85,4,75,1
5584,1769748,222304,240,1563,0,161,0,132,0
35391,1710572,492739,547,3636,0,83,1,678,1
2607,1809512,191261,361,2269,0,914,0,118,2
44540,1799007,548954,694,4256,0,397,0,361,0
29269,1797345,183226,289,1947,0,65,0,405,0
149861,1333504,159065,207,1347,0,127,0,121,0
33979,1787431,339099,330,2533,0,104,0,378,2
1121,1784729,223352,289,2065,0,203,0,391,0
1142,1797910,509271,747,5646,0,144,0,920,2
23839,1835809,377034,281,2996,0,694,0,1299,1
14260,1813548,280939,455,2993,0,155,0,133,8
4854,1768469,420466,644,4118,0,367,0,164,0
1749,1772740,461984,640,4215,0,115,0,470,0
32895,1867821,595741,589,4910,0,121,0,1167,3
5555,1754196,182199,333,1988,0,52,0,37,0
67816,1800492,312772,225,1800,0,990,0,354,0
13953,1797556,403604,570,3073,0,214,3,112,1
1110,1514768,248324,412,3010,0,162,0,390,7
26046,1778483,269442,443,3054,0,383,0,389,2
95567,1787780,342889,463,3304,0,196,0,663,2
1716,1613959,476439,620,4006,0,99,0,263,2
28481,1791099,344816,276,1853,3,95,0,311,4
84464,1808087,350430,397,2629,0,161,0,302,0
121973,1919333,298416,256,2413,0,54,3,140,1
5851,1817904,411798,347,2921,0,78,0,512,0
18627,1797138,177713,211,1610,0,159,0,283,0
24713,1715665,189338,213,1333,0,120,0,133,0
38395,1806696,326873,244,1816,0,155,0,554,0
27619,1798957,395762,474,3516,0,152,0,606,2
29219,1778188,277745,325,2290,0,501,0,359,2
178152,1757164,127009,210,1361,0,99,0,90,1
1338,1711833,203555,239,1715,0,72,0,155,0
35990,1859909,548809,510,3448,0,88,0,752,0
177188,1788313,172379,302,1799,0,41,0,146,0
95995,1789056,182149,308,1641,0,539,8,105,0
64083,1875411,454853,456,3649,0,230,1,585,9
39683,1804922,540881,424,4934,0,292,0,1259,7
168259,1762396,339687,530,3425,0,150,0,346,0
76343,1859597,387757,418,2636,1,2882,1,539,0
1335,1792609,409996,744,4062,0,181,0,73,0
30205,1868996,891003,533,5651,0,316,1,1151,13
83358,1208136,189090,268,1591,0,136,0,114,0
4416,1784347,160305,220,1468,0,58,0,183,0
5816,1752226,429492,355,2193,0,2544,0,275,1
1954,1754275,234677,394,2511,0,97,0,253,0
31619,1755696,286202,305,1955,0,127,0,186,0
54158,1944268,216465,200,1402,0,68,0,319,0
107272,1780003,290405,448,3074,0,80,0,396,0
22888,1800753,648693,332,3081,0,3957,0,763,10
23073,1708181,233668,271,1861,0,318,0,94,0
1273,1844873,167949,241,1710,0,70,0,187,1
5409,1808364,311658,228,1871,0,34,0,503,0
37717,1760779,160783,236,1432,0,69,1,151,0
31248,1709162,406588,369,2923,0,134,0,413,1
78398,1553137,254087,403,2633,0,358,0,324,0
739,1733533,180354,312,2052,0,75,2,303,2
1770,1786184,360897,369,2732,0,133,1,600,3
45601,1819789,165438,232,1667,0,169,0,274,0
2398,1795041,260651,374,2658,0,119,0,432,1
54026,1415914,439270,518,3421,0,888,0,115,0
1336,1650311,204603,272,1744,0,250,0,75,0
66213,1731092,297736,266,1579,0,36,1,101,0
4762,1857191,478539,700,3996,0,94,0,223,1
3807,1819023,357979,538,3355,0,199,0,384,0
6288,1804921,301721,413,2565,0,131,0,238,3
20747,1789837,157477,207,1353,0,61,0,192,0
